symbol,name,price,marketCap,volume,industry
OCUL,Ocular Therapeutix Inc. Common Stock,11.205,2460795801.0,259815,Health Care
SUPN,Supernus Pharmaceuticals Inc. Common Stock,42.145,2449762963.0,33352,Health Care
HRMY,Harmony Biosciences Holdings Inc. Common Stock,41.79,2433698863.0,250622,Health Care
PGEN,Precigen Inc. Common Stock,6.779,2427120939.0,252257,Health Care
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),22.9,2418858781.0,1087253,Health Care
TRVI,Trevi Therapeutics Inc. Common Stock,16.9,2407841713.0,152058,Health Care
PBH,Prestige Consumer Healthcare Inc. Common Stock,49.465,2343380731.0,20724,Health Care
NUVB,Nuvation Bio Inc. Class A Common Stock,6.6701,2342027076.0,324935,Health Care
BCRX,BioCryst Pharmaceuticals Inc. Common Stock,9.145,2336868535.0,752415,Health Care
NEO,NeoGenomics Inc. Common Stock,17.6301,2265034855.0,166720,Health Care
BHVN,Biohaven Ltd. Common Shares ,14.94,2256594088.0,145455,Health Care
CLOV,Clover Health Investments Corp. Class A Common Stock,4.185,2222888961.0,737272,Health Care
PVLA,Palvella Therapeutics Inc. Common Stock,153.1575,2206755595.0,30552,Health Care
KOD,Kodiak Sciences Inc Common Stock,35.07,2204130457.0,108483,Health Care
ADUS,Addus HomeCare Corporation Common Stock,117.855,2200859627.0,21057,Health Care
UFPT,UFP Technologies Inc. Common Stock,283.41,2195234344.0,51679,Health Care
XRAY,DENTSPLY SIRONA Inc. Common Stock,10.875,2167973402.0,466809,Health Care
RAPP,Rapport Therapeutics Inc. Common Stock,45.1,2163820699.0,51845,Health Care
BRVE,Braveheart Bio Inc. Common Stock,29.345,2155840344.0,22153,Health Care
ZBIO,Zenas BioPharma Inc. Common Stock,33.07,2155394230.0,32871,Health Care
MD,Pediatrix Medical Group Inc. Common Stock,26.26,2133710896.0,139048,Health Care
ADMA,ADMA Biologics Inc Common Stock,9.48,2123374766.0,135772,Health Care
AGIO,Agios Pharmaceuticals Inc. Common Stock,35.055,2092849474.0,193785,Health Care
COAG,Hemab Therapeutics Holdings Inc. Common Stock,44.405,2074251555.0,61739,Health Care
PGNY,Progyny Inc. Common Stock,27.01,2072390814.0,149428,Health Care
KLRA,Kailera Therapeutics Inc. Common Stock,15.96,2069113069.0,73695,Health Care
BFLY,Butterfly Network Inc. Class A Common Stock,7.75,2063710168.0,595819,Health Care
PRGO,Perrigo Company plc Ordinary Shares,14.6,2026030977.0,226408,Health Care
GENB,Generate Biomedicines Inc. Common Stock,15.78,2025401440.0,114787,Health Care
VCEL,Vericel Corporation Common Stock,38.99,1996545880.0,29685,Health Care
ZYME,Zymeworks Inc. Common Stock,27.775,1970892919.0,30768,Health Care
KARD,Kardigan Inc. Common Stock,21.01,1964512716.0,38734,Health Care
STOK,Stoke Therapeutics Inc. Common Stock,30.13,1944175671.0,75931,Health Care
XNCR,Xencor Inc. Common Stock,25.5,1896011624.0,215941,Health Care
VIR,Vir Biotechnology Inc. Common Stock,11.17,1890142251.0,215751,Health Care
INSP,Inspire Medical Systems Inc. Common Stock,64.245,1857347042.0,141699,Health Care
SNDA,Sonida Senior Living Inc. Common Stock,38.49,1849367135.0,19623,Health Care
INBX,Inhibrx Biosciences Inc. Common Stock,124.36,1830288198.0,153888,Health Care
LMAT,LeMaitre Vascular Inc. Common Stock,79.67,1821993705.0,14182,Health Care
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,3.385,1812133245.0,1455135,Health Care
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,6.955,1806030062.0,364372,Health Care
SEPN,Septerna Inc. Common Stock,38.59,1801263385.0,33739,Health Care
SGRY,Surgery Partners Inc. Common Stock,13.73,1797507710.0,113828,Health Care
TSHA,Taysha Gene Therapies Inc. Common Stock,5.435,1770905317.0,210039,Health Care
PSNL,Personalis Inc. Common Stock,16.56,1768605880.0,161229,Health Care
NTLA,Intellia Therapeutics Inc. Common Stock,12.62,1768398866.0,1166194,Health Care
SNDX,Syndax Pharmaceuticals Inc. Common Stock,19.74,1762724478.0,171387,Health Care
BLFS,BioLife Solutions Inc. Common Stock,35.23,1722983182.0,140373,Health Care
ETON,Eton Pharmaceuticals Inc. Common Stock,59.38,1697266556.0,48866,Health Care
FRNM,Freenome Inc. Common stock,15.73,1690138384.0,58075,Health Care
